materiale,temperatura_estrusore,temperatura_piatto,velocita_stampa,umidita_ambientale,usura_motore,livello_vibrazioni,tempo_stampa_ore,sintomi,guasto
PETG,204,79,96,58,2284,13,50.9,RumoreCinghia;TicchettioEstrusore,GuastoMeccanico
ABS,277,53,51,53,2075,6,84.4,TempInstabile;VentolaRumorosa,GuastoTermico
ASA,200,59,43,94,2589,5,1.0,VentolaRumorosa;OdoreBruciato;HomeFallito;SchermoNero,ProblemaElettrico
TPU,236,65,88,74,2068,25,39.0,TempInstabile;HomeFallito,ProblemaElettrico
TPU,203,64,125,76,909,16,3.9,RumoreCinghia;TicchettioEstrusore;HomeFallito,GuastoMeccanico
PETG,289,70,93,71,4496,6,70.4,TempTroppoAlta;PiattoFreddo;VentolaRumorosa,GuastoTermico
TPU,201,45,44,36,3791,13,58.1,TempTroppoAlta;PiattoFreddo,GuastoTermico
PC,199,80,134,34,4292,60,81.3,RumoreCinghia;SottoEstrusione;HomeFallito,GuastoMeccanico
ASA,157,69,61,76,1921,25,34.6,VentolaRumorosa,GuastoTermico
PLA,250,47,86,77,1721,22,34.3,TempInstabile;TempTroppoAlta;VentolaRumorosa,GuastoTermico
PC,222,56,62,88,916,18,50.7,OdoreBruciato;HomeFallito,ProblemaElettrico
PLA,262,68,45,71,2621,19,25.7,TempInstabile;PiattoFreddo;VentolaRumorosa,GuastoTermico
PLA,209,24,59,61,2793,21,33.7,Warping;TicchettioEstrusore,ProblemaAdesione
NYLON,231,78,111,30,1639,11,50.7,VentolaRumorosa,GuastoTermico
NYLON,200,21,60,85,2193,11,1.2,Warping,ProblemaAdesione
TPU,208,77,95,59,860,7,2.6,OdoreBruciato;TicchettioEstrusore;HomeFallito;SchermoNero,ProblemaElettrico
TPU,232,73,60,79,1698,16,26.3,OdoreBruciato;HomeFallito,ProblemaElettrico
TPU,211,49,94,66,2252,19,50.9,FilamentoNonEsce,ProblemaAdesione
NYLON,155,53,68,45,4319,21,46.9,TempTroppoAlta;PiattoFreddo;VentolaRumorosa,GuastoTermico
PLA,193,69,48,68,3688,11,3.4,OdoreBruciato,ProblemaElettrico
ABS,240,54,64,34,3963,22,46.7,TempInstabile;SchermoNero,ProblemaElettrico
TPU,210,76,46,80,144,18,29.2,TempInstabile,GuastoTermico
ASA,207,54,103,48,1522,23,79.3,RumoreCinghia;TicchettioEstrusore,GuastoMeccanico
PC,223,77,72,34,1935,7,3.4,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
ASA,197,55,146,54,2948,21,48.0,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
TPU,221,71,57,40,2748,15,74.4,RumoreCinghia,GuastoMeccanico
TPU,210,60,75,72,3934,7,42.7,RumoreCinghia,GuastoMeccanico
PC,199,68,144,36,924,20,20.6,TicchettioEstrusore,GuastoMeccanico
ASA,207,50,99,30,2943,5,40.5,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ABS,202,61,65,39,485,9,31.9,LayerSpostati;SottoEstrusione;HomeFallito,GuastoMeccanico
ABS,221,70,142,45,2075,14,86.7,TempTroppoAlta;VentolaRumorosa,GuastoTermico
NYLON,203,63,82,86,2075,5,28.0,OdoreBruciato;VentolaRumorosa;SchermoNero,ProblemaElettrico
PC,239,37,87,44,2949,10,76.1,Warping,ProblemaAdesione
PETG,213,72,196,70,4517,58,29.2,SottoEstrusione,GuastoMeccanico
PLA,269,57,93,43,3398,8,55.8,TempInstabile;PiattoFreddo,GuastoTermico
ABS,229,80,179,64,5911,54,49.9,HomeFallito,GuastoMeccanico
ASA,274,56,72,39,4802,14,15.6,PiattoFreddo;VentolaRumorosa,GuastoTermico
PETG,277,43,141,68,4991,37,58.3,PiattoFreddo;VentolaRumorosa,GuastoTermico
NYLON,225,50,84,72,3402,16,16.7,TempInstabile;SchermoNero,ProblemaElettrico
NYLON,215,71,86,78,1761,23,70.7,OdoreBruciato;SchermoNero,ProblemaElettrico
ASA,207,75,198,49,6657,47,61.8,RumoreCinghia;SottoEstrusione,GuastoMeccanico
ABS,221,26,122,57,2809,21,9.2,Warping;PiattoFreddo,ProblemaAdesione
PLA,223,41,155,69,3391,32,2.6,TicchettioEstrusore;SottoEstrusione,GuastoMeccanico
ABS,199,46,103,95,557,18,50.1,OdoreBruciato;HomeFallito;SchermoNero,ProblemaElettrico
ASA,213,45,129,70,1291,10,37.7,TempTroppoAlta;PiattoFreddo,GuastoTermico
PETG,195,49,70,46,3201,14,82.6,HomeFallito;SchermoNero,ProblemaElettrico
PLA,221,59,106,64,1034,11,50.5,OdoreBruciato,ProblemaElettrico
ABS,225,29,129,80,2203,13,49.2,FilamentoNonEsce,ProblemaAdesione
ABS,164,72,41,51,1825,8,80.5,TempInstabile;PiattoFreddo;VentolaRumorosa,GuastoTermico
TPU,211,61,112,72,6427,69,73.3,TicchettioEstrusore;SottoEstrusione;HomeFallito;SchermoNero,GuastoMeccanico
NYLON,223,68,83,46,782,12,66.5,TempTroppoAlta;VentolaRumorosa,GuastoTermico
ABS,221,74,186,55,6250,47,35.2,RumoreCinghia,GuastoMeccanico
PLA,228,64,135,89,2266,5,4.5,TempInstabile;SchermoNero,ProblemaElettrico
PETG,232,75,101,36,1076,16,5.9,OdoreBruciato;HomeFallito;SchermoNero,ProblemaElettrico
ABS,156,72,98,62,4899,5,41.7,TempInstabile,GuastoTermico
PETG,217,53,140,76,2440,15,5.7,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
NYLON,155,67,51,38,3484,11,17.7,TempTroppoAlta;TicchettioEstrusore;VentolaRumorosa,GuastoTermico
TPU,207,52,105,54,5743,90,30.3,RumoreCinghia;VentolaRumorosa,GuastoMeccanico
PETG,228,26,143,95,113,7,16.5,Warping;PiattoFreddo,ProblemaAdesione
PLA,215,61,114,42,6546,55,92.3,LayerSpostati;TicchettioEstrusore;HomeFallito,GuastoMeccanico
PETG,282,46,115,43,1967,22,42.5,PiattoFreddo;VentolaRumorosa,GuastoTermico
PETG,193,72,148,51,2187,8,48.1,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ASA,208,66,130,95,1083,13,67.3,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
PC,206,57,143,64,299,12,37.3,VentolaRumorosa;TempInstabile;HomeFallito;SchermoNero,ProblemaElettrico
ABS,225,54,120,38,3881,16,43.0,HomeFallito,GuastoMeccanico
PLA,196,51,134,51,3830,32,15.9,LayerSpostati,GuastoMeccanico
NYLON,236,53,138,92,1867,11,18.5,OdoreBruciato,ProblemaElettrico
TPU,165,75,115,67,2520,10,28.0,TempInstabile;TempTroppoAlta;VentolaRumorosa,GuastoTermico
PETG,234,62,93,88,1188,5,37.8,HomeFallito,ProblemaElettrico
TPU,203,57,112,71,5803,69,80.1,RumoreCinghia,GuastoMeccanico
TPU,236,55,58,39,848,15,29.6,OdoreBruciato;HomeFallito;SchermoNero,ProblemaElettrico
PC,167,46,68,74,2676,18,47.2,TempTroppoAlta;PiattoFreddo;VentolaRumorosa,GuastoTermico
PETG,270,48,102,47,3127,5,59.7,TempInstabile;TempTroppoAlta;TicchettioEstrusore,GuastoTermico
NYLON,234,62,172,53,3241,46,54.1,RumoreCinghia;HomeFallito,GuastoMeccanico
ASA,218,40,44,60,1954,24,16.0,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
NYLON,216,25,118,74,3383,14,64.9,FilamentoNonEsce;SchermoNero,ProblemaAdesione
ASA,215,43,102,71,6273,70,44.0,SottoEstrusione;HomeFallito,GuastoMeccanico
ASA,211,45,80,62,3060,13,5.1,Warping,ProblemaAdesione
ABS,232,42,44,35,2796,24,32.6,OdoreBruciato;HomeFallito;SchermoNero,ProblemaElettrico
PC,228,67,84,51,2778,6,50.3,TempInstabile;OdoreBruciato,ProblemaElettrico
PETG,203,55,48,95,1849,7,1.0,Warping;FilamentoNonEsce,ProblemaAdesione
ABS,169,48,124,79,4936,55,54.3,TempInstabile;PiattoFreddo;VentolaRumorosa,GuastoTermico
PLA,239,51,143,36,1197,19,14.9,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PLA,216,43,158,72,5439,42,13.3,LayerSpostati;TicchettioEstrusore,GuastoMeccanico
PETG,239,60,90,73,593,9,9.8,TempInstabile;VentolaRumorosa,ProblemaElettrico
PC,228,74,124,50,1051,23,64.5,HomeFallito;SchermoNero,ProblemaElettrico
ABS,213,63,58,34,218,9,57.5,HomeFallito,ProblemaElettrico
NYLON,224,79,97,46,3783,11,18.8,TempTroppoAlta;PiattoFreddo;VentolaRumorosa,GuastoTermico
ABS,192,42,41,53,3884,8,1.9,Warping;TicchettioEstrusore;FilamentoNonEsce,ProblemaAdesione
ABS,215,68,84,59,1070,11,81.8,OdoreBruciato,ProblemaElettrico
PC,238,45,95,47,3139,9,30.5,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ABS,216,54,110,70,3005,24,90.3,TempInstabile;OdoreBruciato,ProblemaElettrico
TPU,227,42,109,49,716,12,51.0,RumoreCinghia;HomeFallito,GuastoMeccanico
ASA,227,44,61,76,259,18,14.6,TempInstabile;HomeFallito;SchermoNero,ProblemaElettrico
PLA,215,69,92,91,905,23,5.8,HomeFallito,ProblemaElettrico
PETG,213,20,101,58,743,21,40.2,PiattoFreddo;FilamentoNonEsce;VentolaRumorosa,ProblemaAdesione
TPU,221,49,174,48,5379,58,45.4,RumoreCinghia;TicchettioEstrusore;HomeFallito,GuastoMeccanico
ABS,207,33,138,63,2932,9,91.8,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
NYLON,225,62,68,48,597,14,56.6,RumoreCinghia;TicchettioEstrusore;HomeFallito,GuastoMeccanico
PETG,264,70,102,46,4032,9,65.4,TempTroppoAlta;PiattoFreddo;VentolaRumorosa,GuastoTermico
ABS,223,32,123,51,3797,54,80.5,Warping;TicchettioEstrusore;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ASA,155,42,131,41,4145,57,90.6,TempInstabile;TempTroppoAlta;VentolaRumorosa,GuastoTermico
ABS,239,75,119,54,3343,25,65.1,PiattoFreddo,ProblemaAdesione
NYLON,157,74,134,31,4391,48,13.8,TempInstabile;VentolaRumorosa,GuastoTermico
NYLON,170,64,131,37,3040,37,76.3,TempInstabile;TempTroppoAlta,GuastoTermico
NYLON,200,50,47,78,2113,18,44.4,Warping;TicchettioEstrusore;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PLA,216,72,155,55,4691,41,24.0,RumoreCinghia;TicchettioEstrusore;HomeFallito,GuastoMeccanico
ASA,200,52,133,50,2813,25,76.5,Warping;PiattoFreddo;FilamentoNonEsce;VentolaRumorosa,ProblemaAdesione
PC,233,48,102,62,4180,67,64.4,LayerSpostati;HomeFallito;SchermoNero,GuastoMeccanico
ASA,193,20,141,35,237,23,40.2,PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
NYLON,274,46,69,63,4826,11,31.2,TempInstabile;VentolaRumorosa,GuastoTermico
PC,227,46,126,69,494,25,22.6,TempInstabile,ProblemaElettrico
TPU,199,73,83,73,3984,13,41.9,TempInstabile;HomeFallito;SchermoNero,ProblemaElettrico
NYLON,231,67,42,62,3981,9,11.3,Warping;PiattoFreddo;FilamentoNonEsce;VentolaRumorosa,ProblemaAdesione
ASA,199,44,116,73,3943,10,68.0,TempInstabile;TempTroppoAlta;VentolaRumorosa,GuastoTermico
PLA,232,48,100,42,5221,76,63.6,LayerSpostati;SottoEstrusione;VentolaRumorosa,GuastoMeccanico
ASA,229,55,179,32,3298,46,19.1,TicchettioEstrusore;SottoEstrusione;HomeFallito,GuastoMeccanico
ABS,222,66,102,30,2889,23,70.9,Warping,ProblemaAdesione
ABS,231,45,197,37,4061,52,58.7,RumoreCinghia;TicchettioEstrusore;SottoEstrusione,GuastoMeccanico
PLA,193,52,147,80,3933,52,80.9,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
NYLON,190,52,73,66,954,7,94.5,OdoreBruciato;VentolaRumorosa,ProblemaElettrico
NYLON,192,50,144,56,3979,56,89.2,Warping;FilamentoNonEsce,ProblemaAdesione
ASA,281,56,67,70,4979,21,8.7,TempInstabile,GuastoTermico
PC,206,47,84,76,854,21,31.8,Warping;PiattoFreddo,ProblemaAdesione
PETG,210,72,136,51,5736,54,69.2,TicchettioEstrusore,GuastoMeccanico
ABS,222,72,135,79,5119,40,71.4,TicchettioEstrusore,GuastoMeccanico
NYLON,269,41,44,75,1723,9,88.7,TempTroppoAlta,GuastoTermico
ABS,222,57,118,57,3676,59,92.2,RumoreCinghia;HomeFallito,GuastoMeccanico
ASA,170,65,131,59,2554,25,83.4,TempInstabile,GuastoTermico
PC,195,52,73,57,133,17,42.9,PiattoFreddo,ProblemaAdesione
TPU,213,42,74,63,1103,23,65.2,SottoEstrusione,GuastoMeccanico
PETG,193,64,117,87,1963,11,59.3,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
PETG,191,71,83,68,2149,13,49.4,TicchettioEstrusore;HomeFallito;SchermoNero,ProblemaElettrico
TPU,210,61,128,34,2464,14,87.8,LayerSpostati;SottoEstrusione;SchermoNero,GuastoMeccanico
PLA,220,49,89,37,493,19,18.9,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ABS,225,33,81,57,1593,7,82.2,FilamentoNonEsce,ProblemaAdesione
TPU,235,55,111,69,6258,62,65.5,SottoEstrusione;HomeFallito;VentolaRumorosa,GuastoMeccanico
PLA,192,44,83,75,2278,20,44.5,TempInstabile,ProblemaElettrico
PLA,193,41,53,62,1409,13,61.0,Warping;TicchettioEstrusore;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PC,153,54,114,41,1856,19,77.3,PiattoFreddo,GuastoTermico
PETG,209,73,129,35,1508,23,29.5,FilamentoNonEsce,ProblemaAdesione
PC,209,22,45,47,1844,18,81.3,Warping;PiattoFreddo,ProblemaAdesione
PLA,223,50,66,54,1512,14,88.8,TempInstabile;OdoreBruciato;SchermoNero,ProblemaElettrico
PC,201,47,117,77,447,9,39.7,HomeFallito,ProblemaElettrico
PETG,200,31,117,81,1644,16,6.5,PiattoFreddo,ProblemaAdesione
PC,216,56,49,40,3087,5,42.9,TicchettioEstrusore;SottoEstrusione,GuastoMeccanico
PLA,200,40,110,87,3149,8,95.3,OdoreBruciato,ProblemaElettrico
NYLON,239,51,127,67,1483,20,34.0,TempInstabile;HomeFallito,ProblemaElettrico
ABS,199,64,56,76,3210,19,89.4,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
NYLON,239,41,85,77,374,21,83.7,Warping;PiattoFreddo,ProblemaAdesione
ABS,198,53,89,94,1635,22,66.4,TempInstabile;OdoreBruciato;SchermoNero,ProblemaElettrico
PC,205,49,104,46,2783,10,15.4,Warping,ProblemaAdesione
PC,165,59,66,50,2419,20,8.5,TicchettioEstrusore;PiattoFreddo,GuastoTermico
PLA,203,34,144,32,792,12,27.0,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
TPU,209,78,142,43,2591,22,88.1,HomeFallito,GuastoMeccanico
PETG,167,68,116,36,1939,5,83.7,VentolaRumorosa,GuastoTermico
NYLON,210,36,54,70,960,22,69.0,PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
TPU,208,48,83,70,3867,11,88.7,Warping;PiattoFreddo;FilamentoNonEsce;VentolaRumorosa,ProblemaAdesione
NYLON,234,67,168,55,5329,50,66.9,SottoEstrusione,GuastoMeccanico
PLA,196,61,63,86,2364,9,9.4,TempInstabile;OdoreBruciato,ProblemaElettrico
PLA,198,64,73,87,258,10,46.2,TempInstabile;HomeFallito;SchermoNero,ProblemaElettrico
ABS,228,73,150,92,2743,23,90.9,OdoreBruciato;SchermoNero,ProblemaElettrico
NYLON,199,64,115,74,5137,65,40.0,TicchettioEstrusore;SottoEstrusione;HomeFallito;VentolaRumorosa,GuastoMeccanico
TPU,209,54,42,81,976,23,9.6,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
NYLON,196,51,120,33,1182,25,18.9,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
PC,214,76,117,74,995,10,14.0,Warping;PiattoFreddo;HomeFallito,ProblemaAdesione
PLA,265,78,73,45,4498,22,16.7,VentolaRumorosa,GuastoTermico
PC,205,47,123,64,152,20,93.9,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
NYLON,225,54,116,52,5525,61,16.8,LayerSpostati;HomeFallito,GuastoMeccanico
ABS,271,56,119,65,1857,5,57.2,TempInstabile;TempTroppoAlta;VentolaRumorosa,GuastoTermico
NYLON,228,24,77,88,3781,19,93.9,Warping;TicchettioEstrusore;FilamentoNonEsce,ProblemaAdesione
PC,238,54,112,61,1028,6,74.6,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
ABS,164,70,84,37,3479,17,74.5,TempTroppoAlta;PiattoFreddo,GuastoTermico
ABS,235,74,187,49,4475,30,64.8,LayerSpostati;TicchettioEstrusore;HomeFallito,GuastoMeccanico
ASA,232,60,150,52,5297,38,84.7,RumoreCinghia;TicchettioEstrusore;SottoEstrusione;VentolaRumorosa,GuastoMeccanico
PLA,162,75,66,30,1385,20,63.7,TempInstabile;TicchettioEstrusore;VentolaRumorosa,GuastoTermico
PETG,239,45,70,64,835,20,23.2,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
TPU,218,78,75,68,3632,21,71.6,TempInstabile,ProblemaElettrico
ABS,193,40,91,36,795,25,20.3,PiattoFreddo;VentolaRumorosa,GuastoTermico
ASA,196,80,136,62,1862,10,46.9,RumoreCinghia;SottoEstrusione,GuastoMeccanico
PC,227,51,53,33,3553,24,30.3,FilamentoNonEsce,ProblemaAdesione
PLA,212,46,121,71,355,17,57.0,FilamentoNonEsce,ProblemaAdesione
PC,233,50,134,51,1531,13,24.3,TempInstabile;HomeFallito,ProblemaElettrico
PLA,280,73,131,76,1942,19,90.0,TicchettioEstrusore;PiattoFreddo;VentolaRumorosa,GuastoTermico
PC,206,58,136,73,765,14,45.4,Warping;HomeFallito;FilamentoNonEsce,ProblemaAdesione
NYLON,207,43,135,80,4771,45,50.0,TicchettioEstrusore;SottoEstrusione,GuastoMeccanico
PETG,227,35,147,94,1190,11,86.7,Warping;SchermoNero,ProblemaAdesione
NYLON,271,55,43,54,2431,21,11.2,TempInstabile;TempTroppoAlta,GuastoTermico
ASA,223,41,144,36,6304,57,73.3,RumoreCinghia;SottoEstrusione;HomeFallito,GuastoMeccanico
PLA,216,42,63,71,1756,22,10.7,OdoreBruciato;HomeFallito;SchermoNero,ProblemaElettrico
NYLON,214,54,96,61,752,6,44.7,Warping;PiattoFreddo,ProblemaAdesione
NYLON,227,76,53,66,298,19,49.6,HomeFallito,ProblemaElettrico
NYLON,221,46,112,69,3845,23,71.1,TempInstabile;TicchettioEstrusore;HomeFallito,ProblemaElettrico
ASA,218,75,68,37,634,11,59.0,TicchettioEstrusore;HomeFallito,GuastoMeccanico
NYLON,269,71,64,49,2228,8,54.7,SchermoNero;VentolaRumorosa,GuastoTermico
TPU,239,40,119,54,2572,12,59.6,SchermoNero,ProblemaElettrico
NYLON,223,40,72,70,2150,15,22.8,RumoreCinghia;TicchettioEstrusore,GuastoMeccanico
PETG,195,40,127,70,2771,10,66.2,OdoreBruciato;HomeFallito;SchermoNero,ProblemaElettrico
ASA,191,74,73,59,2816,18,50.2,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ABS,269,73,116,68,4111,19,36.2,TempTroppoAlta,GuastoTermico
TPU,214,44,116,85,1599,14,94.6,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ABS,191,62,78,72,1013,10,74.9,TempInstabile,ProblemaElettrico
NYLON,238,78,89,59,2599,19,39.7,PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
TPU,201,79,56,72,1134,22,73.9,Warping;PiattoFreddo;FilamentoNonEsce;SchermoNero,ProblemaAdesione
ASA,204,67,47,68,3486,25,1.7,LayerSpostati;TicchettioEstrusore;SottoEstrusione,GuastoMeccanico
PC,208,61,116,86,1763,15,7.9,HomeFallito;SchermoNero,ProblemaElettrico
TPU,220,51,120,64,3009,18,34.0,Warping;PiattoFreddo,ProblemaAdesione
NYLON,203,40,51,80,222,13,69.4,TempInstabile,ProblemaElettrico
PC,229,45,64,61,1976,9,13.4,OdoreBruciato;VentolaRumorosa,ProblemaElettrico
ABS,193,61,134,73,4975,32,67.1,SottoEstrusione,GuastoMeccanico
TPU,256,49,54,48,3323,12,25.6,TempInstabile;PiattoFreddo;VentolaRumorosa,GuastoTermico
PC,226,51,74,64,2013,20,5.1,PiattoFreddo,ProblemaAdesione
PLA,214,55,74,32,1738,10,75.3,Warping;PiattoFreddo,ProblemaAdesione
ABS,197,74,142,95,2586,8,74.0,HomeFallito,ProblemaElettrico
PLA,192,27,42,62,2432,13,33.3,Warping,ProblemaAdesione
ASA,197,49,156,44,5259,33,78.0,RumoreCinghia;HomeFallito,GuastoMeccanico
ABS,229,71,107,56,4844,71,84.5,RumoreCinghia;TicchettioEstrusore;HomeFallito,GuastoMeccanico
TPU,235,62,73,30,2606,15,23.4,TicchettioEstrusore;SottoEstrusione;HomeFallito,GuastoMeccanico
PETG,256,45,123,68,4536,60,55.1,TempInstabile;TempTroppoAlta;VentolaRumorosa,GuastoTermico
PLA,279,60,146,47,4144,39,19.5,PiattoFreddo,GuastoTermico
ABS,220,52,148,68,2635,6,94.7,SchermoNero,ProblemaElettrico
PC,235,55,111,30,3903,79,63.0,SottoEstrusione;HomeFallito,GuastoMeccanico
PETG,192,69,87,41,1932,23,32.8,PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PLA,233,60,132,57,3160,36,46.1,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
TPU,232,41,42,63,1269,14,23.9,RumoreCinghia;SottoEstrusione,GuastoMeccanico
ASA,215,49,75,74,1511,12,15.1,Warping;FilamentoNonEsce;SchermoNero,ProblemaAdesione
PC,219,44,166,61,3829,41,39.2,RumoreCinghia,GuastoMeccanico
ABS,233,78,151,30,3374,47,62.0,RumoreCinghia;LayerSpostati;HomeFallito,GuastoMeccanico
NYLON,285,65,120,52,3570,13,65.4,TempInstabile;PiattoFreddo,GuastoTermico
ASA,228,79,116,69,1078,12,55.0,HomeFallito;SchermoNero,ProblemaElettrico
PETG,201,67,145,80,5873,44,65.0,LayerSpostati;TicchettioEstrusore;HomeFallito,GuastoMeccanico
PETG,256,59,56,74,3580,10,39.7,PiattoFreddo;VentolaRumorosa,GuastoTermico
TPU,201,78,146,72,1976,20,88.4,LayerSpostati;SottoEstrusione;HomeFallito,GuastoMeccanico
PC,224,40,196,35,6347,54,64.4,LayerSpostati,GuastoMeccanico
PC,217,41,130,93,266,11,75.2,OdoreBruciato,ProblemaElettrico
PC,239,39,134,59,3868,47,10.9,FilamentoNonEsce,ProblemaAdesione
NYLON,222,52,132,43,3178,30,69.4,RumoreCinghia,GuastoMeccanico
PETG,192,43,54,54,560,9,15.3,TempInstabile;OdoreBruciato,ProblemaElettrico
ABS,207,64,128,34,3291,38,51.7,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
TPU,190,76,145,71,707,10,46.3,Warping;HomeFallito;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PETG,193,45,140,88,184,7,81.0,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
TPU,234,52,111,64,2598,8,53.6,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PC,215,57,79,83,1576,19,82.3,TempInstabile;HomeFallito;SchermoNero,ProblemaElettrico
ASA,206,49,56,64,905,9,64.1,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PC,231,70,121,40,1803,20,78.4,TempInstabile;OdoreBruciato;SchermoNero,ProblemaElettrico
ABS,215,71,68,54,3195,10,88.3,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
ASA,197,42,40,87,3808,7,79.2,TempInstabile;SchermoNero,ProblemaElettrico
PETG,203,77,148,39,691,5,35.9,SchermoNero,ProblemaElettrico
ABS,199,77,133,61,6930,37,53.5,RumoreCinghia;SottoEstrusione;HomeFallito,GuastoMeccanico
PETG,190,73,168,65,4840,54,7.0,RumoreCinghia,GuastoMeccanico
ASA,224,41,63,45,2833,7,3.1,Warping;FilamentoNonEsce,ProblemaAdesione
PLA,193,35,93,38,702,23,74.1,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PC,240,42,151,34,6024,30,65.6,LayerSpostati,GuastoMeccanico
PC,192,70,64,56,2507,17,37.8,Warping;FilamentoNonEsce,ProblemaAdesione
TPU,240,75,143,79,1267,7,43.6,TempInstabile,ProblemaElettrico
PC,238,45,90,70,3813,20,55.3,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
PLA,214,58,114,58,3244,22,16.0,TempInstabile;OdoreBruciato;HomeFallito,ProblemaElettrico
ASA,194,62,169,51,5761,47,26.4,TicchettioEstrusore;SottoEstrusione;HomeFallito,GuastoMeccanico
PLA,235,63,199,67,6811,32,48.0,LayerSpostati,GuastoMeccanico
TPU,202,39,49,79,3894,15,53.9,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ABS,207,64,105,52,2323,8,61.8,TempInstabile;HomeFallito;SchermoNero,ProblemaElettrico
NYLON,210,45,84,40,3755,18,63.3,TempInstabile;TempTroppoAlta;HomeFallito;VentolaRumorosa,GuastoTermico
PETG,213,39,41,79,1430,10,30.0,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
TPU,157,73,150,67,2144,12,68.1,PiattoFreddo,GuastoTermico
ASA,281,58,102,68,3621,24,70.0,TempTroppoAlta;PiattoFreddo,GuastoTermico
ABS,286,57,89,67,4746,24,50.3,TempInstabile;PiattoFreddo,GuastoTermico
PETG,255,71,89,46,1524,18,0.7,TempTroppoAlta,GuastoTermico
TPU,237,79,140,43,5996,45,76.1,RumoreCinghia,GuastoMeccanico
ABS,208,40,170,51,6449,46,86.2,RumoreCinghia;LayerSpostati;HomeFallito,GuastoMeccanico
PC,204,46,59,50,1278,21,69.7,Warping;FilamentoNonEsce,ProblemaAdesione
ABS,226,52,47,31,1244,22,30.3,TempTroppoAlta,GuastoTermico
PETG,236,65,128,68,1704,24,72.6,RumoreCinghia;TicchettioEstrusore;HomeFallito;VentolaRumorosa,GuastoMeccanico
ABS,211,31,105,67,2408,18,34.3,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
TPU,237,76,148,54,3164,50,88.4,HomeFallito;TempInstabile;OdoreBruciato,ProblemaElettrico
ABS,206,75,49,62,1249,17,9.0,RumoreCinghia;LayerSpostati;SottoEstrusione;SchermoNero,GuastoMeccanico
PETG,222,61,118,51,3096,50,43.7,LayerSpostati;TicchettioEstrusore;SottoEstrusione,GuastoMeccanico
ASA,166,79,85,50,1913,5,39.4,TicchettioEstrusore;PiattoFreddo;VentolaRumorosa,GuastoTermico
NYLON,223,52,194,46,3506,53,3.7,SottoEstrusione,GuastoMeccanico
ASA,218,48,41,46,1299,11,83.3,FilamentoNonEsce,ProblemaAdesione
PETG,206,43,71,80,730,25,47.2,Warping;PiattoFreddo;FilamentoNonEsce,ProblemaAdesione
ASA,214,52,115,64,3188,45,70.5,LayerSpostati;TicchettioEstrusore;SottoEstrusione,GuastoMeccanico
PC,288,42,121,76,3451,38,87.9,TempInstabile;TempTroppoAlta;PiattoFreddo,GuastoTermico
ASA,234,59,77,60,1514,13,53.2,HomeFallito;SchermoNero,ProblemaElettrico
NYLON,154,62,57,33,3626,13,21.2,TempInstabile;TempTroppoAlta;PiattoFreddo,GuastoTermico
